10000	1896
20000	4451
30000	7595
40000	11278
50000	15427
60000	20152
70000	25263
80000	30791
90000	36645
100000	42884
110000	49364
120000	56165
130000	63150
140000	70482
150000	78063
160000	85774
170000	93703
180000	101848
190000	110034
200000	118397
