50000	0.004165
100000	0.005207
150000	0.012923
200000	0.012340
250000	0.012845
300000	0.017788
350000	0.018723
400000	0.021523
450000	0.024263
500000	0.027759
550000	0.031289
600000	0.034716
650000	0.038012
700000	0.037135
750000	0.040061
800000	0.048604
850000	0.052195
900000	0.059284
950000	0.050483
1000000	0.053766
