10000	0.000037
20000	0.000076
30000	0.000141
40000	0.000265
50000	0.000358
60000	0.000429
70000	0.000540
80000	0.000670
90000	0.000680
100000	0.000792
110000	0.000826
120000	0.001333
130000	0.001730
140000	0.001043
150000	0.001179
160000	0.001204
170000	0.001232
180000	0.001266
190000	0.001193
200000	0.001215
